"id","year_filmed","views_as_of_06162017","tags"
"2742","2016","746768","TEDMED,cancer,community,compassion,death,empathy,family,health,health care,humanity,life,medicine,personal growth,society"
"2743","2017","596339","design,education,library"
"2744","2017","2368421","climate change,collaboration,community,faith,religion,peace,inequality,Christianity,compassion,identity,morality,refugees,global issues,communication,love,children,technology,social change,future,leadership,humanity,society"
"276","2007","769968","physics,culture,language,history,global issues"
"2769","2017","561322","global issues,history,communication,war,violence,law,writing,TEDx,humanity,society"
"2770","2017","901106","media,interview,gender,love,relationships,race,parenting,children,sports,personal growth,women,family,life,social media,journalism,gender equality,leadership"
"2771","2017","1332853","genetics,disease,health,aging,biomechanics,mental health,mind,neuroscience,medical research,Alzheimer's,science,future"
"2772","2017","647477","global issues,politics,web,hack,news,Internet,government,policy,leadership,society,technology,computers,future,communication,intelligence,data,algorithm"
"2774","2017","3912599","environment,science,technology,design,engineering,industrial design,invention,business,entrepreneur,aircraft,cities,innovation,social change,future,product design,leadership,universe,energy,intelligence,exploration,humanity,society,solar,solar energy,infrastructure,global development,Mars,manufacturing"
"2775","2017","621446","education,social change,children,leadership,inequality,TED Fellows,teaching,society,personal growth"
"2776","2016","603558","climate change,environment,biosphere,oceans,animals,biodiversity,vocals,water,beauty,Senses,TEDx,sound,Anthropocene,nature,biology,science,communication"
"2777","2017","396288","culture,performance,creativity,history,language,live music,guitar,composing,Latin America,world cultures,identity,South America,TED en Español,poetry,entertainment,music,humanity"
"2778","2016","956108","death,health,health care,cancer,relationships,poetry,medicine,illness,compassion,writing,meditation,TEDMED,love,personal growth,family,communication,humanity"
"2779","2017","686799","genetics,nature,biology,war,motivation,brain,violence,society,life,mind,neuroscience,physiology,personality,science"
"278","2003","826147","computers,software,library,military,history,science,engineering,technology"
"2780","2017","3538766","entertainment,music,art,love,dance,aging,happiness,success,personal growth,family,india,movies,technology,future,communication,humanity"
"2781","2017","665801","science,technology,computers,innovation,robots,choice,future,communication,intelligence,AI,humanity,morality,data,algorithm,programming,code,machine learning"
"2782","2016","525703","biosphere,oceans,animals,nature,biodiversity,water,chemistry,climate change,pollution,future,environment,science,biology,TEDx"
"2783","2016","744173","TEDx,children,community,education,health,parenting,personal growth,policy,science,sleep,social change,society"
"2784","2017","612955","big problems,business,china,climate change,economics,global issues,goal-setting,government,policy,politics,pollution,society"
"2785","2017","843230","economics,work,money,policy,capitalism,resources,social change,inequality,society"
"2786","2017","362002","Africa,mental health,identity,community,personal growth,humanity,social change,communication,health,society"
"2787","2017","518409","AI,algorithm,computers,data,future,innovation,intelligence,potential,robots,social change,technology"
"2788","2017","525328","community,health,heart health,humanity,leadership,obesity,personal growth,race,social change,society,women,"
"2789","2017","393139","Africa,TED prize,collaboration,development,disease,ebola,education,global issues,health,health care,humanity,illness,medicine,society,technology,virus"
"279","2008","1469931","plastic,photography,statistics,culture,business,art,beauty"
"2791","2017","495820","politics,social change,future,history,activism,peace,leadership,inequality,United States,news,democracy,government,security,immigration,refugees,communication,global issues,society"
"2792","2017","680622","music,performance,collaboration,communication,live music,discovery"
"2793","2016","406904","environment,global issues,science,technology,biotech,genetics,disease,health,biology,epidemiology,insects,illness,public health,society,virus,TEDx,monkeys,molecular biology"
"2794","2016","494512","TED residency,activism,crime,humanity,identity,personal growth,social change,society"
"2795","2016","378435","history,live music,music"
"2796","2017","536476","Internet,communication,democracy,identity,intelligence,news,personal growth,philosophy,politics,social change,social media,society"
"2797","2017","519418","architecture,beauty,cities,community,journalism,materials,public spaces,society,urban planning"
"2798","2017","422132","AI,algorithm,brain,cognitive science,machine learning,mental health,neuroscience,technology"
"2799","2017","582001","choice,fear,goal-setting,humanity,life,personal growth,success,work,work-life balance"
"28","2003","5466981","TED Brain Trust,marketing,culture,choice,storytelling,business"
"280","2002","776229","robots,transportation,evolution,science,animals,design,technology"
"2801","2017","651425","Christianity,God,aging,art,beauty,birds,books,communication,family,friendship,funny,humanity,love,personal growth,self,society,writing"
"2804","2017","323733","adventure,collaboration,demo,design,engineering,entrepreneur,flight,future,innovation,invention,motivation,potential,technology"
"282","2008","899546","library,film,culture,personal growth,storytelling"
"285","2007","847838","Vaccines,invention,medicine,food,design,global issues,technology"
"286","2008","8959862","conducting,live music,Buddhism,culture,music,leadership,entertainment,performance,creativity"
"287","2008","665917","live music,genetics,culture,piano,singer,science,entertainment"
"288","2007","392311","One Laptop Per Child,computers,activism,design,technology"
"29","2004","2787305","narcotics,race,economics,culture,cities,business"
"290","2008","216000","live music,music,entertainment"
"292","2008","492707","flight,universe,space,science,technology,business"
"294","2008","832720","poetry,literature,Africa,culture,politics,humanity,entertainment,humor,writing"
"296","2008","1000923","love,live music,music,piano,women,entertainment,performance,humor"
"297","2007","1092502","photography,family,media,children,storytelling,global issues,art"
"298","2007","323334","guitar,live music,music,singer,entertainment,performance,storytelling,peace"
"299","2007","350611","Africa,activism,war,animals,biodiversity,trees,ecology"
"3","2005","790536","corruption,poverty,economics,investment,military,culture,politics,policy,global development,entrepreneur,global issues,business"
"30","2005","731232","cars,transportation,statistics,economics,culture,parenting,business"
"300","2003","322886","gaming,virtual reality,demo,biomechanics,animation,animals,design,entertainment,technology"
"301","2007","1998354","culture,comedy,religion,humanity,entertainment,humor,writing"
"306","2003","882394","extraterrestrial life,Planets,universe,biotech,astronomy,physics,exploration,science,technology"
"307","2008","4692718","love,poetry,relationships,literature,cognitive science,psychology,brain,culture,science,technology"
"308","1998","1499181","Christianity,faith,God,death,religion,technology"
"31","2005","639093","invention,culture,architecture,cities,design"
"310","2004","12993382","magic,illusion,brain,entertainment"
"312","2004","4081628","happiness,education,psychology,brain,science,personality,technology"
"313","2007","290977","Africa,design,business,art"
"315","2008","643590","apes,human origins,anthropology,paleontology,Africa,evolution,ancient world,humanity,science"
"316","2007","849809","happiness,software,web,culture,entertainment,storytelling,global issues,art"
"318","2003","279504","architecture,design,humor,business,art"
"319","2007","1327666","complexity,web,future,technology,communication"
"32","2003","1124113","Brazil,illusion,animation,design,creativity,art"
"320","2007","570104","complexity,computers,visualizations,brain,science,engineering,design,technology"
"321","2008","2135881","origami,space,math,engineering,design,art"
"322","2008","373232","cello,origami,music,entertainment"
"323","2007","649819","anthropology,race,Africa,genetics,DNA,evolution,culture,science"
"324","2008","1021180","photography,culture,animals,design,entertainment,storytelling,global issues"
"325","2008","667475","live music,music,piano,animals,entertainment"
"326","2008","1393215","dark matter,universe,big bang,education,astronomy,physics,energy,time,science"
"327","2005","3994760","magic,illusion,entertainment,humor"
"328","2007","984124","psychology,brain,animals,children"
"329","2007","326978","live music,music,piano,entertainment,performance,technology"
"33","2005","1117359","military,terrorism,culture,war,global issues,technology,peace"
"330","2007","314619","Africa,activism,media,politics,identity,global issues,technology"
"331","2008","470134","MacArthur grant,nanoscale,physics,DNA,science,creativity,technology"
"333","2007","1023244","illusion,education,media,science,technology"
"334","2006","2320267","education,animals,entertainment,performance"
"335","2005","498954","space,exploration,science,design,technology,business"
"339","2007","248353","telecom,media,history,technology,business"
"34","2006","860858","photography,education,film,culture,activism,social change,design,storytelling,global issues,art"
"340","2007","510340","primates,pollution,Africa,science,environment,animals,biodiversity,global issues"
"341","2008","2633368","morality,psychology,evolution,brain,culture,politics,global issues"
"343","1998","987588","submarine,geology,oceans,science,animals,life,technology"
"344","2008","638974","medicine,war,history,global issues,technology"
"345","2002","182487","transportation,sex,energy,animals,entertainment,global issues"
"346","2007","438892","books,library,web,film,music,media,history,design,entertainment,technology"
"347","2005","651624","memory,children,entertainment,storytelling"
"348","2007","1106871","economics,education,food,children,green,garden,global issues"
"349","2008","1652646","happiness,relationships,culture,parenting,communication"
"35","2005","1487818","invention,genetics,DNA,culture,history,science,storytelling,technology"
"350","2007","411608","toy,happiness,dinosaurs,play,invention,children,design,entertainment,technology"
"351","2003","505653","health,brain,politics,humanity,science,humor,technology"
"353","2007","975596","presentation,invention,investment,technology,business"
"354","2003","1018079","TED Brain Trust,philosophy,books,psychology,brain,culture,language,science,children"
"355","2003","595475","robots,intelligence,AI,humanity,design,technology"
"356","2008","662379","TED Brain Trust,happiness,education,work,design,humor,art"
"358","2003","380390","culture,religion,war,politics,social change,democracy,global issues,society"
"359","2007","555712","theater,architecture,cities,design,art"
"36","2005","638716","poverty,culture,politics,social change,policy,global development,entrepreneur,cities,future,global issues,business"
"360","2008","416891","TED Prize,photography,media,design,technology,communication,art"
"361","2006","1069020","gaming,design,entertainment,technology,business"
"362","2003","338310","web,politics,cities,design,global issues,communication,community"
"363","2008","513229","sports,work-life balance,politics,history,entertainment,storytelling"
"364","2003","787304","live music,illusion,music,entertainment,performance,humor"
"365","2003","1587274","culture,social change,history,environment,global issues,technology,society"
"366","2004","3856116","happiness,psychology,culture,music,work,global issues"
"37","2005","1088504","wikipedia,open-source,invention,culture,media,technology,business,collaboration"
"371","2008","1467402","physics,science,technology"
"372","2007","308094","museums,brain,design,art"
"374","2008","1901035","love,extraterrestrial life,physics,time,comedy,science,entertainment,humor"
"375","2004","375288","marketing,illusion,culture,politics,entertainment,performance,business,beauty"
"377","2004","1055075","health,health care,medicine,science"
"379","1998","194022","flight,drones,transportation,solar,demo,green,design,technology"
"38","2005","2399226","TED Brain Trust,robots,biotech,invention,culture,science,future,technology,business"
"381","2003","340901","AIDS,disease,photography,Africa,health,activism,media,science,global issues"
"383","2008","1569340","love,poetry,media,design,entertainment,storytelling,humor"
"385","2005","409320","smell,toy,industrial design,invention,science,design,creativity,materials,technology,business"
"386","2007","322895","Africa,film,culture,war,entertainment,creativity,global issues"
"388","2005","373606","invention,oceans,exploration,design,technology,business"
"39","2005","3203048","biotech,disease,health care,aging,science,engineering,future,technology"
"390","2005","421501","social media,culture,media,social change,entertainment,technology"
"391","2008","693373","activism,environment,global issues"
"392","2008","1859739","toy,play,education,design,creativity,art"
"393","2005","446598","smell,happiness,Senses,science,materials,technology,beauty"
"394","2003","253557","String theory,physics,politics,social change,science,global issues,community"
"395","2008","448528","morality,terrorism,war,politics,global issues,communication"
"396","2008","878475","fashion,media,design,entertainment,creativity,humor,business"
"399","2008","553534","robots,Planets,solar system,Mars,space,physics,exploration,science,design,technology"
"4","2006","1985119","aircraft,flight,industrial design,NASA,rocket science,invention,engineering,entrepreneur,design,business"
"40","2005","1648048","photography,evolution,fish,animals,nature,design,storytelling,art"
"400","2006","1298779","simplicity,comedy,design,entertainment,performance,humor,art"
"402","2004","240414","TED Brain Trust,architecture,future,design,technology,art"
"403","2007","220656","Africa,film,culture,media,entertainment,creativity,global issues,technology"
"404","2008","1613553","dark matter,space,astronomy,physics,time,culture,science,design,technology"
"405","2006","482837","health,science,future,technology,business"
"406","2008","1276315","food,sustainability,entertainment,global issues"
"407","2008","425603","sex,media,climate change,design,entertainment,humor,global issues,business"
"408","2008","897016","public health,health,brain,aging,social change,science,technology,business"
"409","2008","631840","complexity,exploration,science,nature,trees,writing"
"41","2006","349085","One Laptop Per Child,philanthropy,education,social change,entrepreneur,children,design,global issues,technology"
"410","2008","546553","computers,virtual reality,entrepreneur,cities,life,entertainment,technology,communication,community"
"411","2005","558790","cars,alternative energy,energy,future,green,design,technology"
"412","2007","455562","invention,demo,animation,design,entertainment,technology"
"413","2004","505334","live music,invention,demo,culture,music,entertainment,storytelling"
"414","2001","432905","play,exploration,politics,design,creativity,art"
"416","2008","578020","insects,bees,disease,food,animals,nature,life"
"418","2008","467953","invention,books,library,culture,innovation,entrepreneur,design,entertainment,technology,business"
"419","2008","1812860","happiness,books,culture,food,entertainment,business,writing"
"42","2005","2094588","cosmos,complexity,universe,astronomy,time,social change,leadership,science,climate change,technology"
"420","2005","3607068","TED Brain Trust,happiness,goal-setting,psychology,self,brain,culture,choice,entertainment,society"
"421","2006","647424","extraterrestrial life,Planets,solar system,Mars,geology,universe,exploration,science,life,technology"
"422","2004","634652","math,biology,biomechanics,science,technology,society"
"423","2008","359538","One Laptop Per Child,philanthropy,computers,education,politics,children,design,global issues,technology"
"424","2008","1274353","Asia,culture,food,exploration,history,global issues,business"
"426","2002","528269","DNA,biology,curiosity,history,science,microbiology,technology"
"427","2008","237990","programming,code,computers,education,personal growth,curiosity,design,technology"
"428","2005","755430","paleontology,dinosaurs,Africa,education,evolution,biology,exploration,history,animals,life"
"429","2004","414278","transportation,invention,engineering,design,technology"
"43","2005","750316","industrial design,product design,design,business"
"430","2005","340618","design"
"431","2006","358719","photography,exploration,design,business,beauty"
"432","2005","1008198","books,computers,history,future,children,design,entertainment,creativity,art"
"433","2008","805722","love,chemistry,books,food,science,life,art"
"434","2004","903556","shopping,consumerism,creativity,business"
"435","2008","494461","typography,happiness,design,entertainment,art"
"436","2003","759840","typography,photography,exploration,design,humor"
"437","2008","384109","genetics,biology,food,science,entrepreneur,technology"
"439","2006","210083","culture,social change,future,global issues,technology"
"44","2005","749161","happiness,philosophy,biotech,culture,future,global issues,technology"
"440","2008","830696","dinosaurs,space,disease,history,science,environment,life"
"441","2003","312909","philanthropy,philosophy,writing"
"442","2004","1201283","invention,design,creativity,technology,business"
"443","1998","994053","prosthetics,sports,body language,design,technology,beauty"
"445","2006","395223","virus,illness,medicine,science,global issues,technology"
"447","2003","1040897","violin,live music,culture,music,piano,entertainment,performance,collaboration"
"45","2006","2670061","violin,wunderkind,youth,music,entertainment,performance"
"450","2003","609221","solar energy,invention,energy,technology"
"451","2009","2609960","TED Brain Trust,philanthropy,insects,illness,education,health,science,technology,business"
"453","2009","12782210","poetry,culture,work,entertainment,creativity,personality,writing"
"455","1998","377627","education,culture,design,creativity,communication,art"
"457","2009","1758623","toy,invention,computers,education,music,children,design,technology,business,art"
"46","2004","1617616","wunderkind,music,piano,entertainment,performance,creativity"
"462","2009","3196511","philosophy,self,culture,politics,social change,global issues,business,society"
"463","2009","2930190","TED Brain Trust,robots,TED Books,economics,biology,science,technology,business"
"464","2009","931857","conducting,philanthropy,poverty,education,culture,music,entertainment"
"466","2009","2026498","conducting,TED Prize,live music,education,culture,music,children,entertainment,performance"
"467","2009","1110767","TED Prize,submarine,oceans,activism,exploration,science,biodiversity"
"468","2009","1250844","TED Prize,extraterrestrial life,universe,space,intelligence,exploration,science"
"469","2009","901163","film,animation,aging,entertainment,technology,business"
"47","2005","1071291","cosmos,universe,physics,culture,science,climate change,environment,global issues,technology"
"470","2009","1078609","plastic,oceans,science,environment,business"
"471","2004","340753","oceans,fish,fear,exploration,science,biodiversity,technology"
"472","2008","579311","photography,exploration,cities,entertainment,art,beauty"
"473","2009","1125659","social media,culture,social change,entertainment,technology,business,communication"
"474","1998","379005","gaming,culture,history,women,children,design,entertainment,technology"
"475","2009","666092","science,animals,green,biodiversity,trees,ecology,plants,global issues"
"476","2009","385576","insects,education,biology,activism,environment,animals,children,biodiversity,trees,ecology,plants"
"477","2008","4297824","economics,work,entertainment"
"478","2009","692811","live music,invention,music,piano,innovation,entertainment,performance"
"48","2006","429912","MacArthur grant,open-source,invention,product design,innovation,design,materials,technology,collaboration"
"480","2003","1205124","happiness,design,creativity"
"481","2009","9677561","interface design,demo,design,technology"
"482","2009","3413465","prosthetics,fashion,sports,activism,future,design,technology"
"483","2008","1580265","gaming,happiness,play,education,health,psychology,brain,science,children,entertainment"
"484","2009","1328592","invention,web,design,technology,business,communication"
"485","2009","2329018","primates,sex,evolution,biology,comedy,food,humanity,animals,children,humor"
"487","2009","2669883","evil,economics,psychology,self,brain,motivation,culture,science,society"
"488","2008","1674090","birds,film,exploration,animals,entertainment,creativity,technology,art"
"489","2008","390540","media,entertainment,humor,art"
"49","2006","937215","library,culture,architecture,design,collaboration"
"490","2009","3030656","architecture,science,cities,environment,garden,plants,technology"
"492","2009","622447","wind energy,alternative energy,energy,engineering,future,environment"
"494","2009","916098","poverty,culture,activism,work,women,global issues,business"
"495","2008","722386","culture,technology"
"498","2001","4788465","poetry,sports,education,culture,leadership,work,life"
"499","2009","1002323","AIDS,disease,Africa,health,biology,bacteria,exploration,science,microbiology,biodiversity,global issues"
"5","2002","859487","cars,industrial design,transportation,invention,design,technology,business,art"
"50","2004","1715120","typography,TED Brain Trust,happiness,design,art"
"500","2001","242208","poetry,literature,culture,entertainment,storytelling,writing,society"
"501","2009","1045490","typography,culture,media,design,creativity,business"
"502","2009","1426457","extreme sports,sports,flight,invention,exploration,design,entertainment,adventure,technology"
"503","2002","306246","transportation,exploration,design,creativity,materials"
"504","2009","1448334","robots,drones,war,violence,politics,future,design,global issues,technology"
"506","2002","335306","film,architecture,children,design,entertainment,storytelling"
"507","2009","729930","prediction,math,war,politics,global issues,technology"
"509","2009","2159718","MacArthur grant,human origins,disease,health,evolution,biology,bacteria,science,microbiology,communication"
"51","2005","811016","MacArthur grant,economics,energy,science,environment,green,technology,business"
"510","2002","1998293","philosophy,cognitive science,comedy,science,entertainment,humor,technology"
"511","2009","1185368","telecom,social media,communication,society"
"512","2009","1128864","cars,alternative energy,solar,energy,infrastructure,green,global issues,technology,business"
"515","2003","492231","biotech,genetics,evolution,biology,science,children,technology"
"516","2009","622900","math,visualizations,science,technology,art"
"517","2008","2503002","dance,productivity,language,fear,work,life"
"518","2009","721671","environment,nature,entertainment,adventure"
"519","2009","1256083","oceans,math,visualizations,science,design,art"
"520","2002","549938","work,design,technology,business"
"521","2009","421858","race,statistics,politics,cities,urban planning"
"523","2009","398727","Africa,activism,disaster relief,global issues,technology,communication"
"524","2002","291071","New York,books,comedy,cities,humor,art"
"525","2009","739849","happiness,china,economics,health,culture,history,cities,future,global issues,business"
"526","2004","1214357","consciousness,mind,computers,education,brain,entrepreneur"
"527","2009","1536685","theater,culture,humanity,performance,storytelling,humor,identity"
"529","2007","420052","Vaccines,ebola,health,health care,politics,history,technology,business"
"53","2006","1603487","MacArthur grant,pollution,activism,politics,inequality,cities,environment,green,business"
"531","2009","934763","astronomy,physics,energy,exploration,science,technology"
"532","2009","901180","math,physics,war,TED Fellows"
"533","2002","725756","dance,space,education,science and art,science,future,technology,art"
"534","2003","1058243","TED Prize,space,science and art,engineering,design,art"
"535","2009","762540","presentation,alternative energy,energy,science,natural resources,climate change,environment,sustainability,ecology,technology"
"537","2009","907192","consumerism,industrial design,activism,food,global development,sustainability,agriculture,global issues,business"
"538","2009","1943317","TED Brain Trust,marketing,books,social media,communication,community,society"
"54","2006","1197985","philanthropy,open-source,invention,culture,activism,architecture,disaster relief,design,global issues,collaboration"
"540","2009","887145","presentation,AIDS,disease,statistics,Africa,visualizations,global issues"
"541","2009","389383","live music,music,piano,entertainment,art"
"544","2009","1463827","New York,music,singer,innovation,entertainment,performance"
"545","2009","778578","Asia,economics,india,innovation,potential,infrastructure,politics,global development,future,global issues,technology,business"
"547","2009","864719","poetry,environment,sustainability,green,design,materials,technology,business"
"548","2008","4791841","economics,psychology,self,decision-making,culture,science,personality,global issues,society"
"549","2009","21902550","sex,books,culture,history,science,humor,writing"
"55","2006","381970","TED Prize,film,culture,social change,entertainment,storytelling,global issues,art,peace"
"551","2009","862240","Planets,solar system,space,astronomy,exploration,science,life,technology"
"552","2009","553345","cars,transportation,engineering,green,design"
"553","2009","2512717","psychology,culture,children,humor"
"554","2009","4240810","china,education,United States,language,global issues,business"
"555","2009","1006531","education,culture,politics,leadership,global issues"
"556","2009","546957","biology,science,future,environment,biodiversity,garden,life,ecology,plants"
"557","2008","1042079","guitar,music,singer,innovation,performance"
"558","2009","581827","education,activism,politics,social change,future,creativity,collaboration"
"56","2005","932317","TED Prize,pollution,photography,culture,social change,cities,environment,design,art"
"560","2009","891283","TED Brain Trust,nanoscale,prediction,computers,education,science,future,technology"
"561","2009","737888","photography,film,media,humanity,future,climate change,environment,art"
"562","2004","293888","poetry,literature,books,history,entertainment,writing"
"563","2009","489564","social change,community"
"565","2009","348414","invention,demo,architecture,green,design,technology,business"
"566","2009","599678","energy,architecture,children,design,technology"
"57","2005","373574","TED Prize,invention,disease,health care,medicine,science,technology,business"
"570","2004","1544880","happiness,neuroscience,psychology,culture,beauty"
"571","2009","661040","robots,biology,biomechanics,animals,design,materials,technology"
"572","2009","3559973","productivity,success,psychology,life,humor,business"
"573","2009","817423","space,biotech,TEDx,climate change,environment,ecology,adventure"
"575","2009","1663219","social media,culture,politics,social change,global issues,technology,communication"
"578","2009","1067281","meme,faith,God,activism,religion"
"58","2006","681414","TED Prize,ebola,disease,health,science,global issues,technology,collaboration"
"580","2009","670487","heart health,health care,medicine,science,design,technology"
"581","2009","799640","china,TEDx,music,piano,performance,technology"
"582","2009","1536706","happiness,mind,psychology,brain,science,business"
"584","2009","401486","state-building,money,poverty,politics,global issues"
"585","2007","432437","philanthropy,activism,potential,global issues,community"
"586","2009","306149","global issues"
"587","2009","2114562","statistics,math,economics,education"
"588","2009","1125978","invention,education,innovation,children,design,creativity"
"589","2009","755486","architecture,cities,design,creativity,technology"
"59","2005","713464","philanthropy,AIDS,Africa,poverty,activism,politics,social change,leadership,entertainment,global issues"
"590","2007","584913","film,product design,children,design,creativity"
"591","2009","1005564","presentation,visualizations,brain,design,creativity,technology"
"592","2009","475590","Asia,war,history,storytelling,adventure"
"594","2009","619138","chemistry,disease,health,health care,medicine,biology,science,technology"
"598","2009","636748","TED Brain Trust,alternative energy,global development,urban planning,future,climate change,environment,sustainability,green,global issues"
"599","2009","513183","cities,design,art"
"6","2005","555826","biotech,invention,oceans,genetics,DNA,biology,science,entrepreneur,biodiversity,ecology,technology"
"60","2005","961896","MacArthur grant,sports,race,performance art,theater,interview,culture,United States,history,entertainment,performance,storytelling"
"601","2009","458468","biotech,health,health care,medicine,biology,science,technology"
"602","2009","2003560","consciousness,crime,mental health,mind,neuroscience,genetics,psychology,brain,violence,science"
"603","2009","978451","human origins,anthropology,race,evolution,biology,humanity,science"
"604","2009","800946","economics,politics,Europe,global issues,technology,collaboration,communication"
"605","2009","5512673","philosophy,work-life balance,success,culture,work"
"606","2009","767269","poetry,software,design,creativity,technology,art"
"607","2009","1030521","apes,evolution,science"
"608","2009","567962","economics,culture,politics,cities,global issues,business"
"61","2006","669113","map,disease,health,culture,history,science,cities,urban planning,design"
"610","2009","632691","education,creativity,art"
"613","2009","3483071","invention,water,demo,design,global issues,technology,business"
"614","2009","1096346","biomimicry,biotech,invention,biology,innovation,nature,biodiversity,design,creativity"
"615","2009","763040","poetry,live music,music,war,politics,entertainment,performance,global issues"
"618","2009","18253944","brain,motivation,social change,science,work,creativity,business"
"619","2009","2076272","infrastructure,science,engineering,entrepreneur,future,technology"
"62","2005","1370642","AIDS,Africa,economics,culture,disaster relief,choice,future,climate change,environment,business"
"620","2009","1438347","presentation,Asia,statistics,math,Africa,education,medicine,visualizations,global development,science,global issues,technology,data"
"621","2009","385854","performance art,theater,media,animation,performance,storytelling"
"622","2009","665432","food,disaster relief,climate change,environment,biodiversity,garden,agriculture,ecology,plants"
"623","2009","744015","invention,health,health care,product design,sight,innovation,global development,global issues"
"625","2009","305095","education,health,culture,social change,design,technology"
"626","2009","798567","presentation,math,visualizations,science,design"
"627","2009","567149","sports,space,film,entertainment,technology"
"628","2009","902514","photography,science,climate change,global issues,technology"
"629","2009","673799","sports,science,climate change,adventure"
"63","2005","1382643","open-source,invention,economics,product design,culture,media,innovation,business,collaboration"
"630","2009","2819374","morality,brain,science,technology"
"631","2006","411258","Asia,culture,music,history,performance,beauty"
"633","2009","881215","narcotics,crime,economics,adventure,global issues,writing"
"634","2009","2085293","architecture,cities,environment,green,design,creativity"
"635","2009","1154365","philosophy,comedy,science,humor"
"637","2009","3962579","mental health,mind,neuroscience,medicine,psychology,biology,brain,sight"
"639","2009","870044","live music,music,piano,entertainment,performance,creativity"
"64","2004","1106385","gender,happiness,theater,culture,women,entertainment,performance,storytelling,global issues"
"640","2009","707356","wikipedia,law,web,culture,technology,Internet"
"641","2009","425824","web,politics,technology,Internet,government"
"642","2009","2127362","invention,Africa,poverty,energy,creativity"
"643","2009","1559851","photography,culture,curiosity,adventure,art"
"644","2009","427351","philanthropy,invention,Africa,poverty,economics,innovation,inequality,global development,women,global issues,business"
"645","2009","914523","Asia,state-building,map,world cultures,economics,war,infrastructure,politics,history,global issues"
"646","2009","1288115","product design,history,green,design,business,art"
"647","2009","719557","TED Prize,God,religion,violence,politics,global issues"
"648","2009","590640","chemistry,universe,astronomy,science,life,technology"
"649","2009","2907777","TED Brain Trust,happiness,innovation,work,design,creativity,adventure,art"
"65","2006","4506699","interface design,demo,design,technology"
"650","2009","1002471","ancient world,culture,food,cities,global issues"
"651","2009","1375340","TEDx,culture,leadership,business,communication,society"
"652","2009","12369304","books,Africa,culture,storytelling,identity,writing"
"653","2009","4947370","consciousness,mind,psychology,visualizations,brain,science,art"
"654","2009","720040","books,men,culture,architecture,design,entertainment"
"655","2009","1152388","visualizations,history,cities,environment,sustainability,nature,life,technology"
"657","2009","897480","robots,body language,demo,engineering,design,entertainment,technology"
"658","2009","2832674","advertising,consumerism,happiness,economics,psychology,life,creativity,business"
"659","2009","1160311","consciousness,philosophy,mind,neuroscience,computers,brain,technology"
"66","2006","45622906","dance,education,culture,parenting,children,teaching,creativity"
"660","2009","1525205","birds,music,cities,entertainment,business"
"661","2009","753075","advertising,consumerism,marketing,economics,TEDx,business"
"662","2009","744770","computers,film,visualizations,TEDx,animation,design,technology,art"
"663","2009","2834121","conducting,psychology,music,leadership,business,society"
"664","2009","625156","Vaccines,biotech,education,health,medicine,global development,science,design,technology,sanitation"
"665","2009","1058348","prediction,economics,inequality,global development,future,global issues,technology"
"666","2009","909615","cosmos,faith,philosophy,physics,ancient world,religion,history,science,technology"
"667","2009","1063275","industrial design,biology,architecture,global development,science,sustainability,life,design,technology,art"
"669","2009","1066348","happiness,depression,poverty,personal growth,social change,life,storytelling,society"
"67","2005","1036886","statistics,genetics,culture,science,technology"
"670","2009","997885","universe,math,physics,architecture,art,beauty"
"672","2009","760182","live music,music,performance,creativity"
"673","2008","171115","charter for compassion,compassion,religion,global issues"
"674","2008","264392","charter for compassion,self,compassion,religion,global issues"
"675","2008","199728","charter for compassion,faith,compassion,religion,life,global issues"
"676","2008","422242","charter for compassion,compassion,religion,global issues"
"677","2008","299294","charter for compassion,love,self,compassion,religion,global issues"
"679","2008","227817","charter for compassion,compassion,evolution,global issues"
"68","2006","1010109","culture,war,global issues,collaboration"
"680","2009","1169637","love,anthropology,sociology,social media,psychology,humanity,technology,society"
"681","2009","405631","social change,cities,design,global issues,technology,business"
"682","2009","464872","chemistry,weather,science,climate change,environment,global issues"
"683","2009","476137","TED Prize,photography,energy,design,global issues,technology"
"684","2009","432443","poetry,culture,politics,entertainment,global issues"
"685","2009","15833245","open-source,demo,design,technology"
"686","2009","1654638","india,culture,global issues,business"
"688","2009","475812","dance,culture,politics,social change,entertainment,global issues"
"689","2009","1398408","india,culture,politics,entertainment,global issues,business,writing"
"69","2003","2402140","anthropology,photography,film,culture,language,environment,global issues"
"691","2009","426637","biomimicry,disease,product design,innovation,science,nature,green,design,technology"
"692","2009","921958","politics,leadership,women in business,environment,global issues"
"694","2009","546702","astronomy,innovation,history,science,technology"
"695","2009","1717975","Asia,statistics,economics,india,health,visualizations,technology"
"696","2009","800668","pollution,energy,infrastructure,cities,future,environment,sustainability,green,technology,big problems"
"698","2009","660817","water,Africa,biology,bacteria,architecture,sustainability,design"
"7","2006","1619104","simplicity,computers,software,interface design,music,media,entertainment,performance,technology"
"70","2005","10448381","happiness,success,education,psychology,culture,work,entertainment,business"
"700","2009","495899","interview,war,politics,Europe,environment,global issues,government,big problems"
"701","2009","755328","dark matter,space,astronomy,physics,exploration,science,technology"
"702","2009","821608","photography,water,india,innovation,architecture,history,environment,sustainability,design"
"704","2009","2519747","Asia,Slavery,sex,trafficking,poverty,women,children,global issues"
"705","2008","513368","gaming,online video,math,computers,design,art"
"706","2009","1101824","comedy,politics,performance,humor,global issues,government"
